id,target
0,8.04995
5,8.398283
15,8.419571
16,8.502981
17,8.124015
19,8.324322
20,8.530444
21,7.850595
23,8.091482
29,8.326708
31,8.359362
32,7.6888375
33,8.481047
34,8.202444
35,8.531374
37,8.437935
38,8.18078
39,8.371477
40,8.437306
44,7.9571505
49,7.9269485
53,8.32745
56,8.154726
60,8.312141
61,7.7078133
63,8.193041
64,8.428372
66,8.445906
70,8.027018
71,8.36709
72,8.584484
75,8.029814
76,8.041498
78,8.29381
85,8.410822
86,7.791913
89,8.465232
90,8.44599
92,7.8345885
93,8.20267
94,8.423111
100,8.016809
101,8.354454
102,8.478271
105,7.7510004
106,8.449486
107,8.27183
108,8.1730385
109,8.347639
112,8.438652
113,8.245445
116,8.229912
117,8.342088
118,8.477497
120,8.004707
129,8.405208
130,8.161339
132,8.200585
133,8.446992
134,8.273501
136,8.464338
137,8.210193
141,8.01973
142,8.362648
152,7.955467
154,8.158205
156,8.24635
160,7.816307
161,8.239266
166,8.214999
170,8.263845
173,8.029597
174,7.7893996
175,8.221818
179,8.377626
182,8.03274
186,7.9800262
188,8.194343
189,8.311118
191,8.159124
193,8.346967
194,8.10759
195,7.915128
196,8.003523
197,8.219943
199,8.28606
200,8.0459795
202,8.448766
203,8.446691
204,8.476343
206,8.122896
207,8.508787
212,7.892501
217,7.9807253
218,7.905945
220,8.511657
224,7.8431063
225,8.135012
229,8.440441
230,8.438562
234,8.121594
235,8.141385
238,8.019753
239,8.516723
241,8.137041
243,8.162545
245,7.696724
247,8.2145405
251,8.396979
252,8.039175
253,8.421839
255,8.145969
256,8.272131
258,8.536196
259,8.481469
260,7.999582
263,7.9661074
264,8.543678
266,8.281293
267,8.24998
268,8.385418
270,8.434252
273,8.198536
274,8.499387
275,8.05369
276,8.002165
277,8.410678
281,8.354081
282,8.212524
285,8.239508
292,8.219007
293,7.9992895
295,8.05491
298,8.124088
299,8.514517
300,8.490648
301,7.9207945
302,7.779741
309,8.224805
311,8.402111
316,8.34878
317,8.020053
319,8.214607
321,8.158877
322,8.327456
324,8.397137
328,7.899082
329,8.46652
331,8.49175
334,8.205643
337,8.054175
338,8.16371
340,8.544077
344,8.276683
349,7.8066683
350,7.6957808
351,8.494516
354,8.025422
356,8.343604
358,8.010977
361,8.5703945
364,8.324572
365,8.52551
370,7.970408
372,8.3103695
374,8.35244
375,7.7590666
376,8.190024
379,8.358935
380,8.416758
382,8.071321
383,8.377109
385,8.458948
389,8.287767
392,8.525865
394,8.113797
395,8.429533
398,7.852926
400,7.9903917
402,8.418333
403,8.217855
406,8.606211
410,8.055756
412,8.328515
413,8.311813
417,8.099699
418,8.278044
419,8.493589
420,8.288965
423,8.282806
424,8.33345
426,8.486437
427,7.9893084
432,7.9925284
434,8.02623
438,8.416529
441,8.320627
443,8.42221
448,8.412093
449,8.338204
451,8.233011
452,8.196895
457,8.578936
458,8.1977415
459,8.446849
464,8.3205385
465,8.246631
467,8.177994
471,8.208193
472,7.794591
477,8.130861
478,8.210187
480,8.315017
483,8.2918005
487,8.25551
489,8.195974
491,8.191061
492,8.094007
496,8.140912
500,8.294062
501,8.045721
502,8.375049
503,8.286598
505,8.075868
506,7.830945
514,7.9853334
517,7.9355345
519,8.100304
522,8.137178
523,8.429599
528,8.204677
530,8.026209
532,8.078908
535,8.219137
538,8.005037
542,8.447294
546,8.119195
548,7.821847
550,8.214769
555,8.632521
557,8.113035
559,8.217115
560,8.52082
562,8.219814
566,8.277506
567,8.449789
569,8.285451
571,8.336821
572,8.309149
574,8.230929
577,8.230886
581,8.449341
583,8.476938
587,8.202082
590,7.9626617
592,8.278017
593,8.305077
608,8.567431
612,8.122546
614,8.449179
616,8.489014
617,8.132948
625,8.132664
626,8.279157
631,7.888439
633,8.28932
636,8.14746
639,8.082993
641,7.954549
642,7.7832656
644,8.247396
645,7.871604
646,8.598303
647,8.1051655
649,8.59081
650,8.481288
651,7.880723
653,7.9474883
655,8.423029
656,8.715918
662,8.266355
669,8.3579
670,8.313116
673,8.346598
674,7.89094
675,7.8070383
685,7.8384385
688,8.35945
689,8.139162
690,8.355038
691,8.309347
696,8.324059
698,8.380882
700,8.422964
701,8.121072
702,8.200978
703,8.542421
704,7.7421293
706,8.327063
708,8.88241
716,8.311422
717,8.462061
718,8.259326
719,7.868413
720,8.324394
721,8.281774
723,7.887744
725,7.5885253
726,8.060239
728,8.465651
730,7.849021
731,8.224083
734,8.430229
736,8.400233
739,8.308047
743,8.439253
747,8.372853
749,8.4453335
752,7.8876524
759,8.445482
763,7.9424734
764,7.728798
765,7.980319
766,8.490441
769,8.235053
776,8.214888
778,7.7840066
783,8.091596
784,8.158564
787,8.441173
791,7.852916
792,8.284132
796,8.515745
799,7.7215834
800,8.096113
801,8.3748455
803,7.9198174
804,7.9233184
805,8.241839
806,8.241994
807,8.265782
809,8.032306
811,8.341487
813,8.080986
814,8.454077
815,7.8992486
816,8.453133
818,8.115723
822,8.53238
828,8.262897
831,7.747297
832,8.200014
834,7.8113203
835,8.595551
836,8.271701
838,8.2113695
839,8.09164
842,8.130388
845,8.349727
846,8.536681
848,8.031
852,7.9479218
856,8.413838
857,8.225548
860,8.262251
869,8.150925
871,8.068553
876,8.452166
885,8.478474
887,8.575345
888,8.345411
889,8.398704
891,7.407135
895,8.430578
902,8.314832
903,8.586876
905,8.120183
907,8.125439
908,8.500469
909,8.170196
910,8.444861
911,7.9988313
913,8.461417
914,8.446882
916,7.9136534
917,8.039634
919,8.155943
923,8.315405
924,7.959957
925,8.369959
926,8.537135
929,8.437009
930,8.470128
931,8.198893
936,8.482789
937,8.310617
947,8.041662
949,8.257095
952,8.080606
955,8.591222
956,8.541823
961,8.205854
963,7.821725
964,7.825615
966,8.588679
968,8.332117
969,7.975174
971,8.428347
974,8.592106
980,8.105683
981,8.117225
982,8.406263
983,8.19782
984,8.0048
986,8.2122345
992,8.503386
993,8.198786
994,8.400075
998,8.278627
999,7.8936205
1004,8.589658
1006,7.981395
1007,8.0143
1011,8.597124
1012,8.15559
1014,7.9863844
1020,8.381073
1021,8.353067
1023,7.974398
1025,7.8343773
1026,8.105408
1027,8.136874
1033,8.158743
1034,8.404871
1038,8.207097
1040,8.293623
1043,8.3341055
1045,8.405047
1046,8.259993
1048,8.3074255
1049,8.226454
1052,8.469858
1054,8.343856
1055,7.9830904
1056,8.250201
1058,8.363471
1060,8.598746
1064,8.121813
1067,7.9409056
1069,8.20476
1070,8.137149
1072,8.274196
1077,8.436855
1082,8.354624
1086,8.529884
1091,8.44971
1093,8.439957
1097,8.225878
1101,8.382696
1104,8.111682
1106,8.2563
1107,8.27843
1109,8.584291
1113,7.9353623
1115,7.876638
1119,8.252113
1120,7.8570633
1123,8.449681
1131,8.437185
1132,8.224214
1134,8.478617
1136,8.451508
1137,8.488211
1138,8.233588
1139,8.087095
1141,8.173591
1143,7.884604
1144,7.8923426
1145,8.022142
1149,8.419113
1150,8.254362
1153,8.346632
1155,7.970977
1160,8.548487
1163,7.726775
1165,8.313182
1166,8.256561
1169,8.421913
1172,8.363375
1173,8.256686
1175,8.266394
1177,8.285794
1182,8.343471
1184,8.019343
1186,8.162329
1188,8.416582
1193,8.50069
1196,8.212684
1198,8.68281
1199,7.7473984
1202,8.272036
1203,8.580647
1208,8.043684
1210,8.320282
1211,8.108882
1213,8.209845
1221,8.198329
1222,8.285911
1226,8.349866
1227,8.271357
1229,7.994406
1230,8.43092
1231,8.233503
1232,8.652057
1233,8.036638
1234,8.747675
1236,7.9849954
1237,8.144872
1241,8.539198
1242,8.02829
1243,8.212584
1247,7.995234
1250,8.296378
1251,8.485956
1254,8.336682
1258,8.516931
1259,8.008524
1260,8.275966
1262,8.528339
1265,8.4564295
1267,8.051764
1268,8.189802
1270,8.444433
1271,7.9718385
1272,8.377976
1275,7.9317613
1276,8.263505
1278,8.565333
1281,8.160971
1282,8.033208
1283,8.305894
1284,8.415584
1286,8.319228
1288,8.548195
1291,8.521799
1293,8.585848
1294,8.212296
1295,8.132487
1299,8.25667
1301,8.210536
1302,8.233563
1303,8.153046
1306,8.047662
1308,8.252423
1310,8.443003
1311,7.8865304
1314,8.050013
1317,8.199756
1319,8.019345
1323,8.333435
1325,8.041456
1331,7.897078
1332,8.030454
1335,8.427274
1337,7.791156
1338,8.326103
1340,8.003316
1341,8.132257
1343,8.001062
1345,8.424657
1346,8.304567
1347,8.140426
1349,8.180963
1351,8.393944
1357,8.157591
1364,8.997333
1365,7.8685045
1366,7.7751703
1369,7.9590964
1371,8.430852
1373,8.140684
1382,8.4517
1385,8.315722
1386,8.121889
1389,8.233633
1392,8.209338
1394,8.186408
1398,8.192189
1400,8.105863
1401,8.50443
1403,8.3423195
1405,7.975567
1406,8.125986
1413,8.123705
1414,8.271933
1415,8.221424
1420,8.163344
1421,8.474072
1423,7.875116
1426,7.9670877
1427,8.067953
1428,8.343915
1429,8.341311
1430,8.191263
1431,8.155058
1432,8.478694
1434,8.354812
1435,8.199522
1436,8.372233
1439,8.419237
1443,8.594233
1444,8.008563
1445,8.28424
1447,8.03349
1450,7.7732406
1451,7.967434
1452,8.579176
1453,8.556421
1454,8.286804
1455,8.538354
1457,8.330121
1459,8.03303
1466,8.177669
1467,8.303948
1468,8.476271
1469,8.5329
1472,8.131864
1475,8.364738
1476,8.021927
1477,7.954806
1483,8.156197
1484,8.210796
1485,8.423496
1488,8.094586
1491,8.536118
