id,target
0,8.0821085
5,8.382948
15,8.408053
16,8.470622
17,8.106513
19,8.273912
20,8.460909
21,7.8913255
23,8.131694
29,8.37692
31,8.290675
32,7.8078218
33,8.417419
34,8.200455
35,8.451876
37,8.365942
38,8.140627
39,8.338304
40,8.429045
44,7.9893827
49,8.041675
53,8.295253
56,8.150004
60,8.360942
61,7.555249
63,8.181938
64,8.478351
66,8.495795
70,8.137739
71,8.370756
72,8.545047
75,8.020876
76,8.1019
78,8.270788
85,8.421099
86,7.9180527
89,8.448294
90,8.428849
92,7.828079
93,8.23778
94,8.41351
100,8.036344
101,8.335189
102,8.389583
105,7.8618383
106,8.438411
107,8.36474
108,8.122077
109,8.302695
112,8.402443
113,8.238521
116,8.22883
117,8.306515
118,8.453169
120,7.988885
129,8.379675
130,8.169625
132,8.133989
133,8.452108
134,8.24979
136,8.379308
137,8.209438
141,8.0087185
142,8.3720875
152,8.020731
154,8.241652
156,8.246836
160,7.87941
161,8.145955
166,8.282489
170,8.238867
173,7.988065
174,7.954015
175,8.1487255
179,8.352071
182,8.051369
186,8.037053
188,8.202482
189,8.294645
191,8.133146
193,8.2893505
194,8.101723
195,7.9623237
196,8.029768
197,8.217145
199,8.252153
200,7.9966874
202,8.462967
203,8.381064
204,8.426249
206,8.067382
207,8.513216
212,7.941138
217,7.9599237
218,7.9928713
220,8.652172
224,7.986768
225,8.226827
229,8.485933
230,8.430124
234,8.119461
235,8.225914
238,8.0954
239,8.5196495
241,8.193178
243,8.052694
245,7.6406174
247,8.174238
251,8.309869
252,7.976271
253,8.407258
255,8.198144
256,8.292929
258,8.665866
259,8.4379
260,8.062039
263,7.6665893
264,8.383703
266,8.308287
267,8.21747
268,8.374972
270,8.452319
273,8.20933
274,8.367977
275,8.1460495
276,7.9656653
277,8.403564
281,8.399147
282,8.193924
285,8.226214
292,8.236641
293,8.043988
295,8.115191
298,8.108988
299,8.537078
300,8.329678
301,7.941771
302,7.8637695
309,8.105921
311,8.33107
316,8.326851
317,8.04353
319,8.215906
321,8.108063
322,8.294166
324,8.406659
328,7.904187
329,8.5054455
331,8.401972
334,8.152974
337,8.032856
338,8.185677
340,8.554657
344,8.215623
349,7.793708
350,7.705854
351,8.468683
354,8.103589
356,8.342462
358,8.037937
361,8.628369
364,8.320513
365,8.618731
370,7.912516
372,8.273434
374,8.324726
375,7.738275
376,8.292252
379,8.333688
380,8.416104
382,8.121561
383,8.320971
385,8.470006
389,8.326344
392,8.467154
394,8.077333
395,8.41319
398,7.9302773
400,8.069171
402,8.484122
403,8.252861
406,8.626017
410,8.102321
412,8.341471
413,8.250488
417,8.177185
418,8.292468
419,8.444937
420,8.236091
423,8.2752
424,8.371779
426,8.447978
427,7.987179
432,8.041352
434,8.047151
438,8.473036
441,8.328451
443,8.380882
448,8.3938465
449,8.342455
451,8.298956
452,8.309738
457,8.579752
458,8.149602
459,8.420755
464,8.308159
465,8.260749
467,8.155576
471,8.248123
472,7.8165903
477,8.119888
478,8.303876
480,8.299787
483,8.207315
487,8.245358
489,8.20191
491,8.164348
492,8.039539
496,8.171385
500,8.264081
501,8.098276
502,8.282727
503,8.238019
505,8.09054
506,7.9918528
514,8.031306
517,7.9563265
519,8.06986
522,8.144154
523,8.444847
528,8.20677
530,8.041636
532,8.095139
535,8.2358055
538,8.060144
542,8.442698
546,8.069232
548,7.901549
550,8.152559
555,8.520761
557,8.027371
559,8.207928
560,8.526963
562,8.269582
566,8.247175
567,8.337966
569,8.232622
571,8.363614
572,8.320708
574,8.239431
577,8.323722
581,8.465108
583,8.516377
587,8.231122
590,7.9914236
592,8.306817
593,8.30688
608,8.586964
612,8.138405
614,8.459263
616,8.462949
617,8.264498
625,8.181473
626,8.301144
631,7.897522
633,8.181528
636,8.116158
639,8.034607
641,8.019373
642,7.8541512
644,8.300283
645,7.9737725
646,8.608538
647,8.109686
649,8.537182
650,8.504869
651,8.00595
653,7.9988465
655,8.363979
656,8.661492
662,8.295069
669,8.305495
670,8.32015
673,8.356559
674,7.974108
675,7.8459854
685,7.8119507
688,8.296587
689,8.164209
690,8.394225
691,8.29608
696,8.26301
698,8.428033
700,8.376164
701,8.12765
702,8.140308
703,8.631375
704,7.693898
706,8.262051
708,8.870844
716,8.392456
717,8.474375
718,8.199774
719,7.79399
720,8.301738
721,8.262129
723,7.9706435
725,7.6477995
726,8.087895
728,8.408854
730,7.8795433
731,8.24851
734,8.445429
736,8.361341
739,8.25071
743,8.510551
747,8.378217
749,8.38561
752,7.831094
759,8.4071045
763,7.870303
764,7.758278
765,7.960416
766,8.461695
769,8.212224
776,8.168468
778,7.794587
783,8.052615
784,8.132822
787,8.467385
791,7.804029
792,8.228775
796,8.531061
799,7.6544166
800,8.088542
801,8.376675
803,8.032715
804,7.916331
805,8.25873
806,8.261007
807,8.2420025
809,8.05779
811,8.285793
813,8.060364
814,8.444311
815,7.873333
816,8.370197
818,8.184683
822,8.464465
828,8.209058
831,7.725596
832,8.152941
834,7.8481774
835,8.631533
836,8.263369
838,8.195406
839,8.149844
842,8.113394
845,8.334517
846,8.605155
848,8.030889
852,8.022095
856,8.485823
857,8.267729
860,8.305565
869,8.198954
871,8.048388
876,8.427795
885,8.452418
887,8.575745
888,8.361395
889,8.368473
891,7.569735
895,8.407125
902,8.276058
903,8.585218
905,8.134946
907,8.126157
908,8.655832
909,8.21499
910,8.515366
911,8.021453
913,8.5089245
914,8.438696
916,7.980199
917,8.04629
919,8.147064
923,8.306534
924,8.072834
925,8.286059
926,8.540673
929,8.444878
930,8.521261
931,8.203766
936,8.530135
937,8.292974
947,8.012894
949,8.270376
952,8.068852
955,8.613924
956,8.526706
961,8.204725
963,7.916159
964,7.8406496
966,8.606373
968,8.382786
969,8.105711
971,8.408196
974,8.663334
980,8.169124
981,8.17474
982,8.3779335
983,8.261449
984,7.929979
986,8.150164
992,8.503818
993,8.101428
994,8.387972
998,8.286649
999,7.8849783
1004,8.655439
1006,8.013257
1007,8.093962
1011,8.913439
1012,8.0590515
1014,8.041041
1020,8.381004
1021,8.319071
1023,8.079462
1025,7.8708177
1026,8.142024
1027,8.105753
1033,8.095963
1034,8.42156
1038,8.168943
1040,8.243155
1043,8.308397
1045,8.425075
1046,8.257024
1048,8.283267
1049,8.18598
1052,8.469913
1054,8.302083
1055,8.012281
1056,8.213269
1058,8.333284
1060,8.62616
1064,8.047913
1067,7.9319777
1069,8.255875
1070,8.142172
1072,8.395284
1077,8.412129
1082,8.35818
1086,8.523024
1091,8.412828
1093,8.3955555
1097,8.158863
1101,8.347707
1104,8.154414
1106,8.269224
1107,8.24177
1109,8.607399
1113,7.856902
1115,7.953489
1119,8.206879
1120,7.8718224
1123,8.488058
1131,8.372728
1132,8.209841
1134,8.462574
1136,8.401617
1137,8.677873
1138,8.265393
1139,8.102225
1141,8.0995655
1143,7.91969
1144,7.941625
1145,8.091587
1149,8.430798
1150,8.260096
1153,8.302129
1155,8.018549
1160,8.456686
1163,7.8009033
1165,8.312158
1166,8.246977
1169,8.453392
1172,8.349676
1173,8.257249
1175,8.280946
1177,8.2643795
1182,8.327914
1184,8.042739
1186,8.237134
1188,8.418932
1193,8.503792
1196,8.195341
1198,8.640317
1199,7.8025675
1202,8.297068
1203,8.527525
1208,8.037279
1210,8.348398
1211,8.06336
1213,8.180376
1221,8.23271
1222,8.266782
1226,8.362601
1227,8.312155
1229,7.9821258
1230,8.514781
1231,8.171999
1232,8.676668
1233,8.076833
1234,8.767949
1236,8.007398
1237,8.160771
1241,8.571182
1242,8.121899
1243,8.217488
1247,8.0316305
1250,8.335833
1251,8.426204
1254,8.311328
1258,8.479466
1259,8.061668
1260,8.2547865
1262,8.474329
1265,8.470484
1267,8.077938
1268,8.1971
1270,8.398783
1271,8.098023
1272,8.403355
1275,7.965506
1276,8.205441
1278,8.527561
1281,8.235549
1282,8.024631
1283,8.27823
1284,8.400206
1286,8.222633
1288,8.532028
1291,8.441564
1293,8.567405
1294,8.23277
1295,8.051062
1299,8.233281
1301,8.189678
1302,8.308432
1303,8.162031
1306,8.127409
1308,8.338242
1310,8.368377
1311,7.900795
1314,8.094497
1317,8.134001
1319,8.017855
1323,8.2842655
1325,8.087999
1331,7.977758
1332,7.942458
1335,8.468675
1337,7.8922296
1338,8.338356
1340,7.978402
1341,8.133932
1343,8.055349
1345,8.41146
1346,8.32579
1347,8.142576
1349,8.255436
1351,8.384626
1357,8.2253275
1364,8.752467
1365,7.9321847
1366,7.844148
1369,7.9828453
1371,8.422045
1373,8.124553
1382,8.443015
1385,8.3570385
1386,8.062956
1389,8.21112
1392,8.186536
1394,8.149187
1398,8.195075
1400,8.100199
1401,8.387781
1403,8.261873
1405,8.014833
1406,8.192152
1413,8.094225
1414,8.277488
1415,8.192753
1420,8.120867
1421,8.359676
1423,7.9080443
1426,7.997322
1427,8.093453
1428,8.317809
1429,8.347216
1430,8.154016
1431,8.169953
1432,8.47423
1434,8.303255
1435,8.224218
1436,8.412276
1439,8.426636
1443,8.555158
1444,7.991292
1445,8.287222
1447,8.113134
1450,7.8258843
1451,8.082983
1452,8.628882
1453,8.613963
1454,8.349938
1455,8.541918
1457,8.365057
1459,8.059329
1466,8.266776
1467,8.32293
1468,8.558266
1469,8.545703
1472,8.148642
1475,8.373365
1476,8.013748
1477,8.041035
1483,8.167632
1484,8.200589
1485,8.382621
1488,8.0945835
1491,8.515737
1494,8.099173
1498,8.110716
1502,8.009934
1503,8.16106
1506,8.123856
1509,8.348658
1511,7.995365
1516,8.475019
1518,8.280187
1519,8.054253
1523,8.045842
1526,8.208791
1532,8.352478
1535,8.019429
1538,8.259665
1539,7.9108047
1541,8.428383
1543,8.003738
1544,8.426845
1546,8.136511
1547,8.173486
1548,8.177321
1555,8.188873
1556,8.380148
1558,8.640306
1559,8.348414
1561,8.349846
1562,8.388626
1564,8.183004
1567,8.035831
1568,7.9789457
1569,8.459331
1575,8.40415
1576,8.019122
1578,8.226231
1583,8.395723
1584,8.443314
1587,8.534281
1595,8.341706
1596,8.322683
1597,8.494156
1601,8.264602
1604,8.292539
1611,8.071214
1613,8.125142
1615,8.141661
1616,8.398569
1620,8.399956
1622,8.021884
1626,8.143191
1628,8.212675
1629,8.285266
1633,7.872953
1635,8.174943
1636,8.355967
1637,8.082909
1640,8.43519
1642,7.850177
1643,8.261222
1644,8.075173
1646,8.062979
1647,8.135055
1648,8.179293
1654,8.131567
1657,8.161235
1658,8.603508
1661,8.33544
1668,8.1540365
1669,8.026899
1670,8.156279
1672,8.431984
1675,8.610788
1676,8.379157
1678,8.429022
1679,8.1123705
1684,8.095999
1686,8.582575
1691,8.245768
1692,8.054808
1697,7.9935303
1699,8.248812
1700,8.294634
1703,8.449213
1704,7.927883
1707,7.6792755
1708,8.330388
1711,8.059169
1713,8.271287
1714,8.11193
1717,8.283643
1721,8.48099
1723,7.883624
1724,8.524572
1727,7.8702407
1728,8.143087
1731,8.114069
1735,8.398808
1736,8.269217
1738,8.228749
1740,8.418432
1741,8.166902
1743,8.145912
1744,8.292564
1745,7.7155967
1746,8.206945
1747,8.569095
1750,8.091441
1753,8.36476
1760,7.7686195
1762,8.120024
1763,8.515497
1764,8.352174
1766,8.589767
1767,8.024396
1769,8.018027
1770,8.282352
1773,8.200857
1775,7.973859
1779,8.461453
1785,8.50684
1786,7.967073
1787,8.204478
1791,8.476152
1794,8.186142
1795,8.01368
1801,7.953158
1805,8.41761
1811,8.19173
1815,8.438351
1816,8.568255
1820,8.155843
1822,8.413961
1823,8.423525
1824,8.16153
1825,8.236961
1826,8.109583
1829,8.132398
1831,8.085686
1834,8.199554
1835,8.267792
1837,7.790685
1839,8.357149
1850,8.214615
1851,8.538739
1852,8.599207
1853,8.479702
1854,8.618202
1855,8.156569
1857,8.290543
1859,8.1462
1860,8.293689
1861,8.322766
1864,8.076911
1865,8.055277
1867,8.112358
1871,8.387879
1872,7.87473
1873,8.260955
1875,7.723803
1876,8.060427
1880,7.751483
1882,8.252354
1883,8.261936
1885,8.504591
1888,8.252033
1894,8.347257
1902,8.142218
1903,8.319246
1908,8.222568
1910,8.5401535
1915,8.002737
1921,8.318724
1923,8.132027
1929,8.362352
1930,8.16685
1932,8.6161
1935,8.046129
1936,8.314364
1937,8.174372
1938,8.244773
1939,8.24782
1945,8.012474
1947,8.272281
1950,8.2683325
1952,8.235363
1955,8.289827
1962,8.274215
1963,8.104239
1964,8.185865
1967,8.250627
1968,8.286613
