id,target
0,8.079725
5,8.392611
15,8.405406
16,8.52106
17,8.134015
19,8.311592
20,8.54672
21,7.8775167
23,8.095141
29,8.309953
31,8.35153
32,7.7903023
33,8.403232
34,8.18128
35,8.457972
37,8.414781
38,8.15438
39,8.358729
40,8.450376
44,7.9794054
49,7.95401
53,8.302687
56,8.155884
60,8.304741
61,7.6109924
63,8.204611
64,8.397257
66,8.454779
70,8.03047
71,8.36709
72,8.551672
75,8.055191
76,8.053202
78,8.270461
85,8.43174
86,7.846176
89,8.44346
90,8.441121
92,7.7686453
93,8.200738
94,8.420372
100,8.007343
101,8.322198
102,8.463293
105,7.8171473
106,8.42964
107,8.283547
108,8.157233
109,8.336528
112,8.371079
113,8.243295
116,8.212748
117,8.343043
118,8.486461
120,7.975976
129,8.370558
130,8.12846
132,8.1659565
133,8.456182
134,8.247541
136,8.467647
137,8.188732
141,8.038439
142,8.357239
152,7.984052
154,8.157171
156,8.230364
160,7.807958
161,8.197229
166,8.197913
170,8.243212
173,8.011953
174,7.827873
175,8.188827
179,8.361259
182,8.043311
186,8.003049
188,8.184953
189,8.305111
191,8.154083
193,8.34137
194,8.10183
195,7.9808755
196,8.004392
197,8.206967
199,8.271118
200,8.076621
202,8.436207
203,8.397879
204,8.468969
206,8.104671
207,8.517092
212,7.9219947
217,7.9943314
218,7.9205627
220,8.703817
224,7.8914475
225,8.110853
229,8.466053
230,8.437418
234,8.117126
235,8.136847
238,8.055904
239,8.516844
241,8.146414
243,8.132691
245,7.7153444
247,8.210218
251,8.376841
252,8.06624
253,8.4214
255,8.140725
256,8.2590475
258,8.636996
259,8.474362
260,8.065866
263,7.654696
264,8.4814205
266,8.272257
267,8.224806
268,8.389742
270,8.459554
273,8.199541
274,8.468491
275,8.0715
276,8.014114
277,8.425261
281,8.355734
282,8.210701
285,8.23124
292,8.210638
293,7.999153
295,8.041674
298,8.102475
299,8.533533
300,8.400591
301,7.945122
302,7.835952
309,8.179941
311,8.371777
316,8.330022
317,8.017645
319,8.19713
321,8.154193
322,8.3183565
324,8.377363
328,7.9392233
329,8.503079
331,8.459981
334,8.173517
337,8.081217
338,8.163777
340,8.540062
344,8.254796
349,7.804225
350,7.6805563
351,8.480078
