id,target
0,8.0678835
5,8.371386
15,8.398279
16,8.528397
17,8.135874
19,8.304315
20,8.535138
21,7.8838677
23,8.10994
29,8.317493
31,8.328665
32,7.793847
33,8.405333
34,8.19195
35,8.460362
37,8.390201
38,8.171839
39,8.332308
40,8.425528
44,7.9852495
49,7.9813247
53,8.311182
56,8.156586
60,8.286218
61,7.601667
63,8.210613
64,8.408408
66,8.44272
70,8.059374
71,8.343556
72,8.562819
75,8.065779
76,8.065603
78,8.27058
85,8.424321
86,7.8673334
89,8.456995
90,8.428789
92,7.775201
93,8.200491
94,8.421664
100,8.019826
101,8.32883
102,8.455069
105,7.837467
106,8.406576
107,8.284607
108,8.158438
109,8.35632
112,8.367489
113,8.237332
116,8.209077
117,8.338588
118,8.486254
120,7.9923697
129,8.376104
130,8.121387
132,8.170607
133,8.44949
134,8.229948
136,8.439184
137,8.208021
141,8.032857
142,8.352701
152,7.999125
154,8.170561
156,8.225905
160,7.803211
161,8.1701355
166,8.218088
170,8.250073
173,8.0343485
174,7.8405714
175,8.17775
179,8.377909
182,8.047762
186,8.007253
188,8.207462
189,8.299162
191,8.148825
193,8.32546
194,8.092291
195,7.991993
196,7.997711
197,8.208913
199,8.269342
200,8.076619
202,8.438037
203,8.37623
204,8.449659
206,8.103767
207,8.512128
212,7.9307137
217,8.006178
218,7.958493
220,8.701
224,7.8936615
225,8.153246
229,8.492603
230,8.40238
234,8.123999
235,8.126218
238,8.066166
239,8.4962435
241,8.147379
243,8.110817
245,7.6970916
247,8.208772
251,8.367883
252,8.083099
253,8.401027
255,8.17794
256,8.265371
258,8.6173115
259,8.460887
260,8.083014
263,7.6743345
264,8.463841
266,8.25893
267,8.215811
268,8.375102
270,8.441515
273,8.185689
274,8.470296
275,8.08264
276,8.01243
277,8.434015
281,8.322898
282,8.194571
285,8.231615
292,8.209307
293,7.985621
295,8.069301
298,8.117343
299,8.523001
300,8.384462
301,7.964406
302,7.851232
309,8.165311
311,8.397931
316,8.346537
317,8.0261545
319,8.197719
321,8.147486
322,8.306826
324,8.362047
328,7.9497924
329,8.502209
331,8.423098
334,8.176486
337,8.052269
338,8.17481
340,8.540907
344,8.261473
